ID,pracword,valence,word,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,response.keys,response.corr,response.rt,date,frameRate,expName,session,participant
202,,negative,insecure,,,,,0,0,0,22,,,,,down,0,1.476244926,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,disciplined,,,,,0,1,1,1,,,,,up,0,0.72498703,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,irritable,,,,,0,2,2,27,,,,,up,0,1.108602047,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,withdrawn,,,,,0,3,3,38,,,,,down,0,1.358779907,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,trusting,,,,,0,4,4,8,,,,,up,0,0.725842953,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,talented,,,,,0,5,5,0,,,,,up,0,0.592477083,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,childish,,,,,0,6,6,29,,,,,down,0,1.625715971,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,messy,,,,,0,7,7,36,,,,,down,0,1.510065079,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,worrying,,,,,0,8,8,32,,,,,up,0,0.808880091,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,persistent,,,,,0,9,9,13,,,,,up,0,0.757745981,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,courageous,,,,,0,10,10,15,,,,,up,0,0.591758966,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,fearful,,,,,0,11,11,24,,,,,down,0,2.126034021,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,stubborn,,,,,0,12,12,39,,,,,up,0,0.709203005,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,proud,,,,,0,13,13,11,,,,,up,0,0.576113939,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,tense,,,,,0,14,14,26,,,,,up,0,0.876847982,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,orderly,,,,,0,15,15,14,,,,,up,0,0.792936087,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,tidy,,,,,0,16,16,4,,,,,up,0,1.444204092,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,confident,,,,,0,17,17,7,,,,,up,0,0.575605869,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,moody,,,,,0,18,18,30,,,,,up,0,0.893532038,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,clumsy,,,,,0,19,19,23,,,,,down,0,1.242665052,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,boring,,,,,0,20,20,20,,,,,up,0,1.109902859,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,ambitious,,,,,0,21,21,10,,,,,up,0,0.775460005,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,timid,,,,,0,22,22,28,,,,,down,0,1.043532848,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,inhibited,,,,,0,23,23,25,,,,,down,0,1.308906078,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,enthusiastic,,,,,0,24,24,16,,,,,up,0,1.324153185,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,wise,,,,,0,25,25,19,,,,,up,0,1.308738947,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,thrifty,,,,,0,26,26,2,,,,,down,0,1.342797995,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,outgoing,,,,,0,27,27,17,,,,,up,0,0.608772993,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,neat,,,,,0,28,28,5,,,,,up,0,0.611086845,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,inventive,,,,,0,29,29,18,,,,,down,0,1.092108965,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,forgetful,,,,,0,30,30,31,,,,,up,0,0.992635012,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,antisocial,,,,,0,31,31,33,,,,,down,0,1.191838026,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,anxious,,,,,0,32,32,35,,,,,up,0,0.926002026,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,tender,,,,,0,33,33,6,,,,,up,0,0.792806864,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,idealistic,,,,,0,34,34,3,,,,,up,0,0.758482933,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,brilliant,,,,,0,35,35,12,,,,,up,0,0.575559855,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,cynical,,,,,0,36,36,37,,,,,up,0,0.393021107,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,gullible,,,,,0,37,37,34,,,,,down,0,1.026015997,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,positive,artistic,,,,,0,38,38,9,,,,,down,0,1.242034912,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
202,,negative,impulsive,,,,,0,39,39,21,,,,,up,0,1.642158031,2016_Sep_30_1140,59.97534811,heterogeneity160929b,1,202
204,,positive,artistic,,,,,0,0,0,9,,,,,up,0,0.97615695,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,gullible,,,,,0,1,1,34,,,,,down,0,0.742563009,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,neat,,,,,0,2,2,5,,,,,up,0,0.594193935,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,impulsive,,,,,0,3,3,21,,,,,down,0,0.775370121,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,thrifty,,,,,0,4,4,2,,,,,up,0,0.809697151,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,ambitious,,,,,0,5,5,10,,,,,up,0,0.592213154,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,trusting,,,,,0,6,6,8,,,,,up,0,0.809190035,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,outgoing,,,,,0,7,7,17,,,,,down,0,0.842602015,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,proud,,,,,0,8,8,11,,,,,up,0,0.943104982,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,boring,,,,,0,9,9,20,,,,,down,0,0.609926224,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,courageous,,,,,0,10,10,15,,,,,up,0,1.091324806,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,insecure,,,,,0,11,11,22,,,,,down,0,0.875722885,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,tender,,,,,0,12,12,6,,,,,up,0,0.709933996,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,clumsy,,,,,0,13,13,23,,,,,down,0,0.959984064,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,moody,,,,,0,14,14,30,,,,,down,0,0.743292093,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,childish,,,,,0,15,15,29,,,,,down,0,0.725885868,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,inhibited,,,,,0,16,16,25,,,,,down,0,1.058744907,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,withdrawn,,,,,0,17,17,38,,,,,down,0,0.792232037,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,messy,,,,,0,18,18,36,,,,,down,0,0.726948023,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,antisocial,,,,,0,19,19,33,,,,,down,0,0.858376026,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,inventive,,,,,0,20,20,18,,,,,down,0,1.391800165,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,timid,,,,,0,21,21,28,,,,,down,0,1.176858902,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,brilliant,,,,,0,22,22,12,,,,,up,0,0.858991861,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,forgetful,,,,,0,23,23,31,,,,,down,0,0.825510025,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,orderly,,,,,0,24,24,14,,,,,up,0,0.792859077,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,fearful,,,,,0,25,25,24,,,,,down,0,0.593091011,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,persistent,,,,,0,26,26,13,,,,,up,0,0.756456137,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,cynical,,,,,0,27,27,37,,,,,up,0,0.909418821,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,anxious,,,,,0,28,28,35,,,,,down,0,0.676243067,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,stubborn,,,,,0,29,29,39,,,,,up,0,0.775966883,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,enthusiastic,,,,,0,30,30,16,,,,,down,0,0.891038895,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,wise,,,,,0,31,31,19,,,,,up,0,0.561015844,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,irritable,,,,,0,32,32,27,,,,,down,0,0.791898966,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,disciplined,,,,,0,33,33,1,,,,,up,0,0.624965906,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,tidy,,,,,0,34,34,4,,,,,up,0,0.727607012,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,worrying,,,,,0,35,35,32,,,,,up,0,0.909124851,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,talented,,,,,0,36,36,0,,,,,up,0,0.642563105,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,confident,,,,,0,37,37,7,,,,,up,0,1.04205513,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,negative,tense,,,,,0,38,38,26,,,,,down,0,0.993720055,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
204,,positive,idealistic,,,,,0,39,39,3,,,,,up,0,0.674777985,2016_Sep_30_1202,60.00452076,heterogeneity160929b,1,204
205,,positive,courageous,,,,,0,0,0,15,,,,,up,0,0.591831923,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,persistent,,,,,0,1,1,13,,,,,up,0,0.991534948,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,fearful,,,,,0,2,2,24,,,,,down,0,1.275992155,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,idealistic,,,,,0,3,3,3,,,,,up,0,0.808661938,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,messy,,,,,0,4,4,36,,,,,up,0,0.910298824,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,tidy,,,,,0,5,5,4,,,,,down,0,0.694205999,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,thrifty,,,,,0,6,6,2,,,,,down,0,1.059420109,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,wise,,,,,0,7,7,19,,,,,up,0,0.693953991,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,enthusiastic,,,,,0,8,8,16,,,,,up,0,0.624419928,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,proud,,,,,0,9,9,11,,,,,up,0,0.493678093,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,inhibited,,,,,0,10,10,25,,,,,down,0,1.02561903,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,trusting,,,,,0,11,11,8,,,,,up,0,0.591995955,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,tense,,,,,0,12,12,26,,,,,down,0,0.860255003,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,brilliant,,,,,0,13,13,12,,,,,up,0,0.558450937,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,artistic,,,,,0,14,14,9,,,,,up,0,0.659235001,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,inventive,,,,,0,15,15,18,,,,,up,0,0.608848095,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,timid,,,,,0,16,16,28,,,,,down,0,0.72619009,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,ambitious,,,,,0,17,17,10,,,,,up,0,0.658960104,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,anxious,,,,,0,18,18,35,,,,,up,0,0.959417105,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,insecure,,,,,0,19,19,22,,,,,down,0,0.975620031,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,talented,,,,,0,20,20,0,,,,,up,0,0.608618021,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,boring,,,,,0,21,21,20,,,,,down,0,0.609812975,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,stubborn,,,,,0,22,22,39,,,,,up,0,0.825910091,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,orderly,,,,,0,23,23,14,,,,,down,0,1.192785978,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,childish,,,,,0,24,24,29,,,,,down,0,1.159035206,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,confident,,,,,0,25,25,7,,,,,up,0,0.673360825,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,gullible,,,,,0,26,26,34,,,,,down,0,0.742149115,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,forgetful,,,,,0,27,27,31,,,,,down,0,0.959029198,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,withdrawn,,,,,0,28,28,38,,,,,down,0,0.825516939,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,outgoing,,,,,0,29,29,17,,,,,up,0,0.625952959,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,impulsive,,,,,0,30,30,21,,,,,up,0,0.608275175,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,moody,,,,,0,31,31,30,,,,,down,0,0.677009106,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,irritable,,,,,0,32,32,27,,,,,down,0,0.675136089,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,worrying,,,,,0,33,33,32,,,,,down,0,0.742599964,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,tender,,,,,0,34,34,6,,,,,down,0,0.843481064,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,clumsy,,,,,0,35,35,23,,,,,down,0,1.109861851,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,antisocial,,,,,0,36,36,33,,,,,down,0,0.875087023,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,negative,cynical,,,,,0,37,37,37,,,,,up,0,1.476138115,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,neat,,,,,0,38,38,5,,,,,down,0,0.743746042,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
205,,positive,disciplined,,,,,0,39,39,1,,,,,down,0,0.858274937,2016_Sep_30_1215,59.98444007,heterogeneity160929b,1,205
206,,positive,inventive,,,,,0,0,0,18,,,,,up,0,1.692242146,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,persistent,,,,,0,1,1,13,,,,,up,0,1.107909918,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,wise,,,,,0,2,2,19,,,,,up,0,0.777783155,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,proud,,,,,0,3,3,11,,,,,up,0,0.543775082,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,timid,,,,,0,4,4,28,,,,,up,0,1.010191917,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,confident,,,,,0,5,5,7,,,,,up,0,0.758888006,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,antisocial,,,,,0,6,6,33,,,,,down,0,1.775093079,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,tense,,,,,0,7,7,26,,,,,up,0,1.226480961,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,idealistic,,,,,0,8,8,3,,,,,up,0,0.991919041,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,orderly,,,,,0,9,9,14,,,,,up,0,1.992902994,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,disciplined,,,,,0,10,10,1,,,,,up,0,0.958047867,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,moody,,,,,0,11,11,30,,,,,down,0,2.393347025,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,worrying,,,,,0,12,12,32,,,,,up,0,2.075634956,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,thrifty,,,,,0,13,13,2,,,,,None,0,,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,clumsy,,,,,0,14,14,23,,,,,down,0,1.426523209,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,brilliant,,,,,0,15,15,12,,,,,down,0,1.325443029,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,irritable,,,,,0,16,16,27,,,,,down,0,1.342103958,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,tidy,,,,,0,17,17,4,,,,,up,0,1.260746002,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,enthusiastic,,,,,0,18,18,16,,,,,up,0,2.057298899,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,messy,,,,,0,19,19,36,,,,,down,0,1.209676027,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,ambitious,,,,,0,20,20,10,,,,,up,0,0.958747864,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,stubborn,,,,,0,21,21,39,,,,,up,0,1.02580905,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,artistic,,,,,0,22,22,9,,,,,up,0,1.325829983,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,gullible,,,,,0,23,23,34,,,,,down,0,1.875941992,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,cynical,,,,,0,24,24,37,,,,,up,0,1.142789125,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,fearful,,,,,0,25,25,24,,,,,up,0,0.957433939,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,impulsive,,,,,0,26,26,21,,,,,up,0,0.808756113,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,withdrawn,,,,,0,27,27,38,,,,,up,0,1.208849907,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,neat,,,,,0,28,28,5,,,,,up,0,0.644442081,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,childish,,,,,0,29,29,29,,,,,up,0,1.575773001,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,anxious,,,,,0,30,30,35,,,,,up,0,0.992838144,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,courageous,,,,,0,31,31,15,,,,,up,0,1.99169302,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,insecure,,,,,0,32,32,22,,,,,up,0,1.075459003,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,tender,,,,,0,33,33,6,,,,,down,0,2.359774828,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,inhibited,,,,,0,34,34,25,,,,,None,0,,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,talented,,,,,0,35,35,0,,,,,down,0,2.109028101,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,trusting,,,,,0,36,36,8,,,,,up,0,0.992624998,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,forgetful,,,,,0,37,37,31,,,,,down,0,1.975251913,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,negative,boring,,,,,0,38,38,20,,,,,down,0,1.376128912,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
206,,positive,outgoing,,,,,0,39,39,17,,,,,up,0,1.775929213,2016_Sep_30_1233,60.01070213,heterogeneity160929b,1,206
207,,negative,tense,,,,,0,0,0,26,,,,,up,0,1.343882084,2016_Sep_30_1245,60.0251303,heterogeneity160929b,1,207
