id,valence,word,trial_num,trial_index,key,rt,date
102,negative,critical,21,25,up,1.059086084,2016_Apr_15_1606
102,positive,adventurous,22,0,up,1.824850082,2016_Apr_15_1606
102,negative,rebellious,23,34,down,0.974157095,2016_Apr_15_1606
102,negative,emotional,24,27,up,0.742297173,2016_Apr_15_1606
102,positive,candid,25,3,down,1.843008995,2016_Apr_15_1606
102,negative,messy,26,32,down,0.842953205,2016_Apr_15_1606
102,negative,anxious,27,21,up,1.076378822,2016_Apr_15_1606
102,positive,sophisticated,28,17,down,3.538970947,2016_Apr_15_1606
102,negative,insecure,29,30,up,0.856948853,2016_Apr_15_1606
102,positive,courageous,30,5,down,2.374872923,2016_Apr_15_1606
102,negative,clumsy,31,23,down,0.793176174,2016_Apr_15_1606
102,negative,shy,32,35,down,0.827162981,2016_Apr_15_1606
102,negative,withdrawn,33,38,down,0.775661945,2016_Apr_15_1606
102,positive,daring,34,6,down,1.009832859,2016_Apr_15_1606
102,negative,lazy,35,31,up,2.507624865,2016_Apr_15_1606
102,positive,decisive,36,7,down,1.359069109,2016_Apr_15_1606
102,negative,indecisive,37,29,up,0.741905928,2016_Apr_15_1606
102,positive,quick,38,16,down,5.407166958,2016_Apr_15_1606
102,positive,tender,39,18,up,0.99318409,2016_Apr_15_1606
103,negative,anxious,0,21,down,0.926426888,2016_Apr_15_1736
103,negative,lazy,1,31,down,0.675270081,2016_Apr_15_1736
103,negative,indecisive,2,29,up,0.941493034,2016_Apr_15_1736
103,negative,stubborn,3,36,up,1.092684031,2016_Apr_15_1736
103,negative,worrying,4,39,down,0.942425013,2016_Apr_15_1736
103,negative,timid,5,37,down,0.875311852,2016_Apr_15_1736
103,negative,hesitant,6,28,down,1.192394972,2016_Apr_15_1736
103,positive,moralistic,7,11,up,0.841837883,2016_Apr_15_1736
103,positive,outgoing,8,14,up,0.95926404,2016_Apr_15_1736
103,negative,cynical,9,26,down,0.826148987,2016_Apr_15_1736
103,positive,sophisticated,10,17,up,0.840453148,2016_Apr_15_1736
103,negative,conventional,11,24,down,1.157281876,2016_Apr_15_1736
103,positive,neat,12,12,down,1.210829973,2016_Apr_15_1736
103,negative,antisocial,13,20,down,0.858374119,2016_Apr_15_1736
103,positive,adventurous,14,0,up,0.608146906,2016_Apr_15_1736
103,positive,confident,15,4,up,0.709413052,2016_Apr_15_1736
103,negative,authoritative,16,22,up,0.724192858,2016_Apr_15_1736
103,negative,insecure,17,30,down,1.09225893,2016_Apr_15_1736
103,negative,shy,18,35,down,0.994323015,2016_Apr_15_1736
103,negative,critical,19,25,up,1.492488146,2016_Apr_15_1736
103,negative,messy,20,32,up,1.043532848,2016_Apr_15_1736
103,positive,enthusiastic,21,9,up,0.757698059,2016_Apr_15_1736
103,positive,daring,22,6,up,0.843223095,2016_Apr_15_1736
103,positive,candid,23,3,down,1.176234961,2016_Apr_15_1736
103,positive,enterprising,24,8,down,1.424529076,2016_Apr_15_1736
103,negative,rebellious,25,34,down,1.058671951,2016_Apr_15_1736
103,positive,frank,26,10,down,1.043518782,2016_Apr_15_1736
103,positive,obedient,27,13,up,1.025707006,2016_Apr_15_1736
103,positive,tidy,28,19,down,0.827113152,2016_Apr_15_1736
103,negative,emotional,29,27,up,0.773205042,2016_Apr_15_1736
103,positive,proud,30,15,up,0.643161774,2016_Apr_15_1736
103,positive,courageous,31,5,up,1.791623116,2016_Apr_15_1736
103,positive,tender,32,18,down,0.909924984,2016_Apr_15_1736
103,positive,artistic,33,1,up,0.609287977,2016_Apr_15_1736
103,positive,quick,34,16,up,1.024389982,2016_Apr_15_1736
103,negative,moody,35,33,up,0.82621789,2016_Apr_15_1736
103,positive,decisive,36,7,down,1.059190035,2016_Apr_15_1736
103,negative,clumsy,37,23,down,0.893093109,2016_Apr_15_1736
103,negative,withdrawn,38,38,down,0.792213917,2016_Apr_15_1736
103,positive,brilliant,39,2,up,0.708932877,2016_Apr_15_1736
104,positive,artistic,0,1,up,1.059319019,2016_Apr_19_1507
104,positive,courageous,1,5,up,0.774639845,2016_Apr_19_1507
104,positive,adventurous,2,0,up,1.208363056,2016_Apr_19_1507
104,positive,brilliant,3,2,up,0.858873129,2016_Apr_19_1507
104,positive,tender,4,18,up,3.559342861,2016_Apr_19_1507
104,positive,neat,5,12,up,0.960852861,2016_Apr_19_1507
104,positive,confident,6,4,up,0.85854578,2016_Apr_19_1507
104,positive,tidy,7,19,up,0.97756505,2016_Apr_19_1507
104,negative,timid,8,37,down,0.909941912,2016_Apr_19_1507
104,negative,shy,9,35,down,0.744255066,2016_Apr_19_1507
104,negative,indecisive,10,29,down,1.058439016,2016_Apr_19_1507
104,positive,obedient,11,13,down,2.525638103,2016_Apr_19_1507
104,negative,stubborn,12,36,up,1.375541925,2016_Apr_19_1507
104,negative,anxious,13,21,down,1.109361172,2016_Apr_19_1507
104,positive,decisive,14,7,up,1.159347057,2016_Apr_19_1507
104,positive,moralistic,15,11,down,1.825197935,2016_Apr_19_1507
104,positive,quick,16,16,up,0.774390221,2016_Apr_19_1507
104,negative,cynical,17,26,up,0.975708008,2016_Apr_19_1507
104,negative,antisocial,18,20,down,1.825190067,2016_Apr_19_1507
104,negative,critical,19,25,up,0.925834894,2016_Apr_19_1507
104,negative,moody,20,33,up,0.927042961,2016_Apr_19_1507
104,positive,enthusiastic,21,9,up,0.640912056,2016_Apr_19_1507
104,negative,emotional,22,27,down,0.825403929,2016_Apr_19_1507
104,positive,candid,23,3,up,0.976353884,2016_Apr_19_1507
104,positive,proud,24,15,up,0.710382938,2016_Apr_19_1507
104,negative,messy,25,32,down,1.093439102,2016_Apr_19_1507
104,negative,hesitant,26,28,down,3.992191076,2016_Apr_19_1507
104,positive,sophisticated,27,17,up,0.69035387,2016_Apr_19_1507
104,positive,outgoing,28,14,down,1.392402887,2016_Apr_19_1507
104,negative,clumsy,29,23,down,1.024304152,2016_Apr_19_1507
104,positive,daring,30,6,up,1.126527071,2016_Apr_19_1507
104,negative,withdrawn,31,38,down,1.275474787,2016_Apr_19_1507
104,negative,rebellious,32,34,down,1.041166067,2016_Apr_19_1507
104,positive,enterprising,33,8,up,2.657596827,2016_Apr_19_1507
104,positive,frank,34,10,up,0.726861,2016_Apr_19_1507
104,negative,authoritative,35,22,up,0.856562853,2016_Apr_19_1507
104,negative,worrying,36,39,up,1.475883007,2016_Apr_19_1507
104,negative,insecure,37,30,down,0.89249301,2016_Apr_19_1507
104,negative,lazy,38,31,down,1.275174856,2016_Apr_19_1507
104,negative,conventional,39,24,down,1.074601173,2016_Apr_19_1507
105,negative,stubborn,0,36,up,0.709408998,2016_Apr_19_1644
105,positive,tender,1,18,up,0.709541798,2016_Apr_19_1644
105,negative,timid,2,37,up,0.543305874,2016_Apr_19_1644
105,negative,indecisive,3,29,down,1.240983963,2016_Apr_19_1644
105,negative,insecure,4,30,down,0.991981983,2016_Apr_19_1644
105,positive,neat,5,12,up,0.694214106,2016_Apr_19_1644
105,positive,proud,6,15,up,0.943166971,2016_Apr_19_1644
105,negative,worrying,7,39,up,1.292657137,2016_Apr_19_1644
105,positive,confident,8,4,up,0.775574923,2016_Apr_19_1644
105,negative,emotional,9,27,up,0.659065008,2016_Apr_19_1644
105,positive,decisive,10,7,up,0.725917101,2016_Apr_19_1644
105,negative,rebellious,11,34,down,1.025080919,2016_Apr_19_1644
105,positive,frank,12,10,up,0.793318033,2016_Apr_19_1644
105,negative,moody,13,33,down,1.543483019,2016_Apr_19_1644
105,negative,conventional,14,24,up,0.991040945,2016_Apr_19_1644
105,negative,cynical,15,26,up,0.792895079,2016_Apr_19_1644
105,negative,antisocial,16,20,down,0.941679001,2016_Apr_19_1644
105,negative,lazy,17,31,down,0.708692074,2016_Apr_19_1644
105,positive,courageous,18,5,up,0.674746037,2016_Apr_19_1644
105,negative,critical,19,25,up,1.025820971,2016_Apr_19_1644
105,positive,sophisticated,20,17,up,0.640573978,2016_Apr_19_1644
105,positive,obedient,21,13,up,0.692520142,2016_Apr_19_1644
105,positive,outgoing,22,14,up,0.959256887,2016_Apr_19_1644
105,positive,moralistic,23,11,up,0.691598892,2016_Apr_19_1644
105,positive,enterprising,24,8,down,1.007707119,2016_Apr_19_1644
105,positive,brilliant,25,2,up,0.541651964,2016_Apr_19_1644
105,positive,adventurous,26,0,up,0.491651058,2016_Apr_19_1644
105,negative,messy,27,32,up,0.376922131,2016_Apr_19_1644
105,negative,hesitant,28,28,down,0.925900936,2016_Apr_19_1644
105,negative,withdrawn,29,38,down,0.873159885,2016_Apr_19_1644
105,negative,clumsy,30,23,down,0.676594973,2016_Apr_19_1644
105,positive,enthusiastic,31,9,up,0.924669027,2016_Apr_19_1644
105,positive,tidy,32,19,up,1.011082888,2016_Apr_19_1644
105,positive,daring,33,6,down,0.843288183,2016_Apr_19_1644
105,negative,anxious,34,21,up,1.059514999,2016_Apr_19_1644
105,positive,candid,35,3,up,0.976456881,2016_Apr_19_1644
105,positive,quick,36,16,up,0.840949059,2016_Apr_19_1644
105,positive,artistic,37,1,up,0.675886154,2016_Apr_19_1644
105,negative,shy,38,35,up,0.777801037,2016_Apr_19_1644
105,negative,authoritative,39,22,up,0.740962982,2016_Apr_19_1644
106,positive,confident,0,4,up,0.875365973,2016_Apr_20_1506
106,negative,lazy,1,31,down,2.057814121,2016_Apr_20_1506
106,negative,cynical,2,26,down,1.676197052,2016_Apr_20_1506
106,negative,rebellious,3,34,up,1.374794006,2016_Apr_20_1506
106,negative,critical,4,25,up,0.942497015,2016_Apr_20_1506
106,negative,antisocial,5,20,down,1.291237116,2016_Apr_20_1506
106,negative,authoritative,6,22,up,1.573644161,2016_Apr_20_1506
106,positive,brilliant,7,2,down,2.358639956,2016_Apr_20_1506
106,negative,messy,8,32,up,0.976601124,2016_Apr_20_1506
106,positive,candid,9,3,up,0.926410913,2016_Apr_20_1506
106,negative,conventional,10,24,down,2.02383709,2016_Apr_20_1506
106,negative,shy,11,35,up,0.944291115,2016_Apr_20_1506
106,negative,moody,12,33,up,1.293463945,2016_Apr_20_1506
106,positive,daring,13,6,up,0.892668009,2016_Apr_20_1506
106,negative,worrying,14,39,down,1.159271002,2016_Apr_20_1506
106,positive,courageous,15,5,up,0.925163031,2016_Apr_20_1506
106,positive,neat,16,12,up,1.060574055,2016_Apr_20_1506
106,positive,outgoing,17,14,up,0.942416906,2016_Apr_20_1506
106,positive,tender,18,18,up,0.959285021,2016_Apr_20_1506
106,positive,adventurous,19,0,up,0.924987078,2016_Apr_20_1506
106,positive,quick,20,16,up,0.807729959,2016_Apr_20_1506
106,negative,anxious,21,21,down,1.042813063,2016_Apr_20_1506
106,positive,obedient,22,13,down,2.075210094,2016_Apr_20_1506
106,negative,hesitant,23,28,up,1.975627899,2016_Apr_20_1506
106,negative,withdrawn,24,38,down,1.008804798,2016_Apr_20_1506
106,negative,stubborn,25,36,down,1.909193039,2016_Apr_20_1506
106,positive,moralistic,26,11,up,2.008318901,2016_Apr_20_1506
106,negative,insecure,27,30,down,1.075740099,2016_Apr_20_1506
106,negative,timid,28,37,down,0.974658966,2016_Apr_20_1506
106,positive,tidy,29,19,up,2.477135897,2016_Apr_20_1506
106,positive,frank,30,10,up,0.860342026,2016_Apr_20_1506
106,positive,enthusiastic,31,9,up,0.957790852,2016_Apr_20_1506
106,negative,indecisive,32,29,down,2.808331966,2016_Apr_20_1506
106,positive,sophisticated,33,17,up,1.857285023,2016_Apr_20_1506
106,positive,decisive,34,7,up,2.141438007,2016_Apr_20_1506
106,negative,emotional,35,27,up,0.975710154,2016_Apr_20_1506
106,positive,artistic,36,1,up,0.759137154,2016_Apr_20_1506
106,positive,proud,37,15,up,0.943631887,2016_Apr_20_1506
106,positive,enterprising,38,8,up,1.724418163,2016_Apr_20_1506
106,negative,clumsy,39,23,up,1.042748928,2016_Apr_20_1506
107,positive,adventurous,0,0,up,1.841740131,2016_Apr_21_1505
107,positive,tidy,1,19,up,0.877434969,2016_Apr_21_1505
107,positive,confident,2,4,up,1.008886099,2016_Apr_21_1505
107,positive,candid,3,3,up,0.743269205,2016_Apr_21_1505
107,negative,antisocial,4,20,down,1.174971819,2016_Apr_21_1505
107,positive,outgoing,5,14,up,0.909229994,2016_Apr_21_1505
107,negative,indecisive,6,29,up,1.074248075,2016_Apr_21_1505
107,negative,messy,7,32,down,0.976624966,2016_Apr_21_1505
107,positive,courageous,8,5,up,6.424571037,2016_Apr_21_1505
107,positive,obedient,9,13,up,0.8093009,2016_Apr_21_1505
107,negative,critical,10,25,up,1.225162983,2016_Apr_21_1505
107,positive,quick,11,16,down,2.973669052,2016_Apr_21_1505
107,negative,moody,12,33,up,1.010277987,2016_Apr_21_1505
107,negative,shy,13,35,down,1.477664948,2016_Apr_21_1505
107,negative,rebellious,14,34,down,1.158459902,2016_Apr_21_1505
107,positive,frank,15,10,up,1.226819038,2016_Apr_21_1505
107,negative,authoritative,16,22,up,1.257348061,2016_Apr_21_1505
107,negative,conventional,17,24,up,1.740537167,2016_Apr_21_1505
107,positive,proud,18,15,up,0.726927042,2016_Apr_21_1505
107,positive,enthusiastic,19,9,up,0.624658108,2016_Apr_21_1505
107,positive,neat,20,12,up,0.577549934,2016_Apr_21_1505
107,negative,worrying,21,39,up,0.859163046,2016_Apr_21_1505
107,negative,cynical,22,26,down,1.35943985,2016_Apr_21_1505
107,positive,tender,23,18,up,1.076107979,2016_Apr_21_1505
107,negative,insecure,24,30,up,0.809230089,2016_Apr_21_1505
107,negative,timid,25,37,up,3.259912014,2016_Apr_21_1505
107,positive,moralistic,26,11,up,1.058623791,2016_Apr_21_1505
107,positive,brilliant,27,2,up,0.7586658,2016_Apr_21_1505
107,negative,clumsy,28,23,up,1.609669924,2016_Apr_21_1505
107,negative,hesitant,29,28,up,1.040251017,2016_Apr_21_1505
107,positive,daring,30,6,down,1.342737913,2016_Apr_21_1505
107,negative,emotional,31,27,up,0.925581932,2016_Apr_21_1505
107,positive,sophisticated,32,17,up,3.240555048,2016_Apr_21_1505
107,negative,stubborn,33,36,up,1.59246397,2016_Apr_21_1505
107,positive,decisive,34,7,down,1.059174061,2016_Apr_21_1505
107,negative,anxious,35,21,up,1.125848055,2016_Apr_21_1505
107,negative,lazy,36,31,up,0.925431013,2016_Apr_21_1505
107,positive,artistic,37,1,down,0.825870991,2016_Apr_21_1505
107,positive,enterprising,38,8,up,1.307801962,2016_Apr_21_1505
107,negative,withdrawn,39,38,down,1.475470066,2016_Apr_21_1505
108,negative,critical,0,25,up,0.876121044,2016_Apr_21_1740
108,positive,courageous,1,5,up,1.45810318,2016_Apr_21_1740
108,negative,emotional,2,27,up,0.708914042,2016_Apr_21_1740
108,positive,tidy,3,19,up,0.894346952,2016_Apr_21_1740
108,negative,messy,4,32,down,0.876732826,2016_Apr_21_1740
108,positive,enthusiastic,5,9,down,1.790971994,2016_Apr_21_1740
108,positive,adventurous,6,0,up,0.824561119,2016_Apr_21_1740
108,positive,brilliant,7,2,up,1.40889287,2016_Apr_21_1740
108,negative,stubborn,8,36,down,1.292392015,2016_Apr_21_1740
108,negative,indecisive,9,29,down,1.67506814,2016_Apr_21_1740
108,positive,obedient,10,13,down,0.909176111,2016_Apr_21_1740
108,positive,daring,11,6,up,1.226506948,2016_Apr_21_1740
108,negative,timid,12,37,up,0.926450968,2016_Apr_21_1740
108,negative,worrying,13,39,up,0.909116983,2016_Apr_21_1740
108,negative,authoritative,14,22,down,0.973873854,2016_Apr_21_1740
108,negative,insecure,15,30,up,0.9091959,2016_Apr_21_1740
108,negative,moody,16,33,up,0.643796921,2016_Apr_21_1740
108,positive,moralistic,17,11,up,0.808257103,2016_Apr_21_1740
108,positive,outgoing,18,14,down,1.02598381,2016_Apr_21_1740
108,positive,enterprising,19,8,down,1.490570068,2016_Apr_21_1740
108,positive,proud,20,15,up,0.760275126,2016_Apr_21_1740
108,positive,quick,21,16,up,1.158201933,2016_Apr_21_1740
108,positive,decisive,22,7,down,1.225757837,2016_Apr_21_1740
108,positive,tender,23,18,up,0.792756081,2016_Apr_21_1740
108,negative,shy,24,35,up,0.610976219,2016_Apr_21_1740
108,positive,neat,25,12,up,0.744514942,2016_Apr_21_1740
108,positive,confident,26,4,down,1.208719015,2016_Apr_21_1740
108,negative,hesitant,27,28,up,1.158599138,2016_Apr_21_1740
108,positive,frank,28,10,up,0.826894045,2016_Apr_21_1740
108,negative,conventional,29,24,down,1.038939953,2016_Apr_21_1740
108,negative,clumsy,30,23,down,0.926503897,2016_Apr_21_1740
108,positive,candid,31,3,up,0.759922981,2016_Apr_21_1740
108,negative,rebellious,32,34,up,0.758494139,2016_Apr_21_1740
108,positive,sophisticated,33,17,down,1.374212027,2016_Apr_21_1740
108,negative,withdrawn,34,38,up,0.941715956,2016_Apr_21_1740
108,negative,anxious,35,21,up,0.675974131,2016_Apr_21_1740
108,positive,artistic,36,1,up,0.675987005,2016_Apr_21_1740
108,negative,cynical,37,26,up,0.77651,2016_Apr_21_1740
108,negative,antisocial,38,20,down,1.091831923,2016_Apr_21_1740
108,negative,lazy,39,31,up,1.358660936,2016_Apr_21_1740
109,negative,emotional,0,27,up,1.142536163,2016_Apr_21_1740
109,negative,critical,1,25,down,1.259656906,2016_Apr_21_1740
109,negative,worrying,2,39,down,1.126072884,2016_Apr_21_1740
109,positive,obedient,3,13,up,2.242607832,2016_Apr_21_1740
109,positive,sophisticated,4,17,up,1.1241889,2016_Apr_21_1740
109,negative,authoritative,5,22,down,1.306547165,2016_Apr_21_1740
109,positive,neat,6,12,down,1.378082037,2016_Apr_21_1740
109,positive,adventurous,7,0,up,0.741750956,2016_Apr_21_1740
109,negative,conventional,8,24,down,0.574209929,2016_Apr_21_1740
109,positive,confident,9,4,up,0.675141811,2016_Apr_21_1740
109,negative,rebellious,10,34,up,1.008015871,2016_Apr_21_1740
109,positive,frank,11,10,down,0.776918173,2016_Apr_21_1740
109,negative,shy,12,35,down,2.694576025,2016_Apr_21_1740
109,negative,insecure,13,30,down,2.426118851,2016_Apr_21_1740
109,positive,brilliant,14,2,up,2.25914216,2016_Apr_21_1740
109,negative,stubborn,15,36,up,2.142915964,2016_Apr_21_1740
109,negative,withdrawn,16,38,down,2.408841133,2016_Apr_21_1740
109,positive,moralistic,17,11,up,2.925559998,2016_Apr_21_1740
109,positive,artistic,18,1,up,0.842521906,2016_Apr_21_1740
109,positive,quick,19,16,up,1.258005857,2016_Apr_21_1740
109,positive,daring,20,6,up,1.009521008,2016_Apr_21_1740
109,negative,anxious,21,21,down,0.975788832,2016_Apr_21_1740
109,negative,antisocial,22,20,down,1.241976976,2016_Apr_21_1740
109,positive,enthusiastic,23,9,up,0.974638939,2016_Apr_21_1740
109,negative,indecisive,24,29,down,1.358509064,2016_Apr_21_1740
109,negative,messy,25,32,down,1.710586071,2016_Apr_21_1740
109,positive,candid,26,3,up,1.026463032,2016_Apr_21_1740
109,negative,lazy,27,31,down,3.740588188,2016_Apr_21_1740
109,positive,outgoing,28,14,up,1.926211834,2016_Apr_21_1740
109,positive,tender,29,18,up,1.109879017,2016_Apr_21_1740
109,negative,timid,30,37,down,0.693659067,2016_Apr_21_1740
109,positive,decisive,31,7,up,0.659326792,2016_Apr_21_1740
109,negative,cynical,32,26,down,1.959702015,2016_Apr_21_1740
109,positive,courageous,33,5,up,1.174741983,2016_Apr_21_1740
109,positive,proud,34,15,down,0.69374299,2016_Apr_21_1740
109,positive,enterprising,35,8,up,0.824762106,2016_Apr_21_1740
109,negative,hesitant,36,28,down,1.292644024,2016_Apr_21_1740
109,negative,moody,37,33,up,0.527121067,2016_Apr_21_1740
109,negative,clumsy,38,23,down,1.076133966,2016_Apr_21_1740
109,positive,tidy,39,19,down,1.510622025,2016_Apr_21_1740
110,negative,timid,0,37,down,1.059795856,2016_Apr_22_1134
110,negative,indecisive,1,29,down,1.308187008,2016_Apr_22_1134
110,positive,enthusiastic,2,9,up,1.007036209,2016_Apr_22_1134
110,negative,shy,3,35,down,0.777821064,2016_Apr_22_1134
110,negative,worrying,4,39,down,0.775940895,2016_Apr_22_1134
110,positive,outgoing,5,14,up,0.675562859,2016_Apr_22_1134
110,positive,artistic,6,1,down,1.075935125,2016_Apr_22_1134
110,positive,moralistic,7,11,up,1.575200081,2016_Apr_22_1134
110,positive,adventurous,8,0,up,0.974885941,2016_Apr_22_1134
110,negative,lazy,9,31,down,0.641921997,2016_Apr_22_1134
110,negative,anxious,10,21,down,0.759490967,2016_Apr_22_1134
110,positive,candid,11,3,down,1.776028156,2016_Apr_22_1134
110,positive,tidy,12,19,down,0.89427495,2016_Apr_22_1134
110,negative,cynical,13,26,up,2.142335176,2016_Apr_22_1134
110,negative,clumsy,14,23,down,1.409775019,2016_Apr_22_1134
110,positive,proud,15,15,up,0.960233927,2016_Apr_22_1134
110,negative,hesitant,16,28,down,1.858481884,2016_Apr_22_1134
110,positive,sophisticated,17,17,up,1.840160131,2016_Apr_22_1134
110,positive,neat,18,12,down,1.310990095,2016_Apr_22_1134
110,negative,moody,19,33,up,1.143596888,2016_Apr_22_1134
110,negative,authoritative,20,22,up,1.190753937,2016_Apr_22_1134
110,negative,stubborn,21,36,up,1.025907993,2016_Apr_22_1134
110,positive,tender,22,18,down,1.593156815,2016_Apr_22_1134
110,positive,decisive,23,7,up,1.025401115,2016_Apr_22_1134
110,positive,confident,24,4,up,0.808979034,2016_Apr_22_1134
110,negative,emotional,25,27,up,1.658860922,2016_Apr_22_1134
110,negative,rebellious,26,34,up,1.657734156,2016_Apr_22_1134
110,negative,insecure,27,30,down,1.025963068,2016_Apr_22_1134
110,positive,brilliant,28,2,up,0.758963108,2016_Apr_22_1134
110,negative,conventional,29,24,down,1.489031076,2016_Apr_22_1134
110,positive,enterprising,30,8,down,1.507938862,2016_Apr_22_1134
110,negative,antisocial,31,20,down,0.97505188,2016_Apr_22_1134
110,positive,daring,32,6,up,0.909969091,2016_Apr_22_1134
110,negative,critical,33,25,up,0.859204054,2016_Apr_22_1134
110,negative,withdrawn,34,38,down,1.058897972,2016_Apr_22_1134
110,positive,courageous,35,5,up,0.825084925,2016_Apr_22_1134
110,negative,messy,36,32,up,0.993204117,2016_Apr_22_1134
110,positive,obedient,37,13,up,1.175815105,2016_Apr_22_1134
110,positive,quick,38,16,down,0.957845926,2016_Apr_22_1134
110,positive,frank,39,10,up,1.060275078,2016_Apr_22_1134
111,positive,neat,0,12,down,1.144402027,2016_Apr_22_1341
111,positive,sophisticated,1,17,up,1.190155983,2016_Apr_22_1341
111,negative,cynical,2,26,up,0.776156902,2016_Apr_22_1341
111,negative,rebellious,3,34,down,1.441474915,2016_Apr_22_1341
111,negative,stubborn,4,36,up,1.359321117,2016_Apr_22_1341
111,negative,worrying,5,39,up,1.625612974,2016_Apr_22_1341
111,negative,clumsy,6,23,down,1.026050806,2016_Apr_22_1341
111,negative,shy,7,35,up,1.060992956,2016_Apr_22_1341
111,negative,antisocial,8,20,down,1.225080967,2016_Apr_22_1341
111,positive,artistic,9,1,up,1.825845003,2016_Apr_22_1341
111,positive,confident,10,4,up,0.725500822,2016_Apr_22_1341
111,positive,decisive,11,7,down,1.742636919,2016_Apr_22_1341
111,positive,enthusiastic,12,9,down,1.440600872,2016_Apr_22_1341
111,positive,candid,13,3,up,2.292948008,2016_Apr_22_1341
111,negative,moody,14,33,up,1.276435137,2016_Apr_22_1341
111,negative,emotional,15,27,down,1.275542974,2016_Apr_22_1341
111,positive,courageous,16,5,down,2.374913931,2016_Apr_22_1341
111,positive,enterprising,17,8,up,1.574020147,2016_Apr_22_1341
111,positive,proud,18,15,up,0.810497999,2016_Apr_22_1341
111,positive,obedient,19,13,down,1.975651026,2016_Apr_22_1341
111,negative,messy,20,32,up,2.510037899,2016_Apr_22_1341
111,negative,lazy,21,31,up,2.124823093,2016_Apr_22_1341
